year	Primary_Occupations	Main_income	Main_Ocupation	Member_ALCS	Member_ALCS_year	Member_Society	Member_Society_year	Member_WGGB	Member_WGGB_year	Member_NUJ	Member_NUJ_year	Member_ALLi	Member_ALLi_year	Member_Other	Member_Other_year	Starting_Year	Importance_Books	Importance_Newspapers	Importance_Magazines	Importance_Theatre	Importance_Audio	Importance_Digital	Importance_Other	Importance_Other_Name	Books_Fiction	Books_Travel	Books_Nonfiction	Books_Academic	Books_Professional	Books_Children	Books_NonfictionChildren	Books_Educational	Books_Games	Audio_Film	Audio_FilmDocu	Audio_TVDrama	Audio_TVDocu	Audio_Children	Audio_TVComedy	Audio_TVSoap	Audio_RadioFiction	Audio_RadioNonFiction	Audiovisuals	Broadcasting	Downloading	Online	Rental	hh_income_2021	indiv_income_2021	writing_income_2021	Earn_Publishers	Earn_SelfPublication	Earn_PublicLending	Earn_ALCS	Earn_Awards	Earn_Grants	Earn_Fellowship	Earn_Teaching	Earn_Lectures	Earn_Crowfunding	Earn_Journalist	Earn_ComResearch	Earn_Copywriter	Earn_BookEdit	Earn_Academic	Earn_Translation	Earn_Others	hh_income_2020	indiv_income_2020	writing_income_2020	Covid_Impact_Earnings	Covid_Impact_Earnings_Info	Covid_Impact_Profession	Covid_Impact_Profession_Info	agent	legal_advise	legal_advise_whom	Copyright_confidence	cowriter	Copyright_concerns	Copyright_understand	Changed_contract	Change_contract_attempt	Changed_contract_Negotiations	Negotiation_fee	Negotiation_royalty	Negotiation_licence	Negotiation_attribution	Negotiation_integrity	Negotiation_warranties	Negotiation_reversion	Negotiation_other	self_publishing	self_publishing_types	self_publishing_comments	self_publishing_paid	buyout	buyout_percentage	buyout_percentage_change	reverse_clause	reverse_clause_use	reverse_clause_furtherearnings	advance	advance_change	royalty_paid	royalty_rate_hardback	royalty_rate_paperback	royalty_rate_ebooks	royalty_ebook	royalty_ebook_change	moral_rights	moral_rights_percent	moral_rights_dispute	moral_rights_dispute_grounds	MR_dispute_grounds_addition	Contractual_changes	Contract_clauses	Negotiation_perception	gender	age_group	ethnicity	housesize	edu	Training	country	PostCode	international	Issues_Survey	previous_surveys	Prize_draw	hh_income_2018	indiv_income_2018	writing_income_2018
2022	0	0	Academic	1		1		0		0		0		0		2017	2						1	Academic journals				1															0					120000	53000	3000	350			2.65											50			100000	32000	2000	Stayed the same	I had to leave my permanent part time civil service role due to disability discrimination prior to COVID; I am currently awaiting my employment tribunal. I currently have a full time higher paid role in a university, which is higher paid but less secure, with considerably more pressure.	No impact	As a disabled person, most events going online has been very beneficial for me. Eg: previously I was told it was too difficult for me to join meetings by telephone, so I was excluded when my work place was unsafe for me to navigate due to disabilities. Now it feels that I would not face such exclusion as people are more motivated to use technology.	0	Yes, as a matter of course	Professional body/union	Less confident	1	No	1	1	1	Better royalties. Less exclusivity.	0	1	1	0	0	0	0	0	0				0			1	0	0	0		Other	0-19%	0-19%	0-19%	Other	They have gone up	No		0					Not changed	Non-binary	35-44	White	2	PhD	1	W	CF14				1			
2022	0	0	Translator	0		0		0		0		0		1	Cymdeithas Cyfieithwyr Cymru 1980	2003	1		2								2					1											0						32000	4300	4	0	130	150												12			30000	3600	Decreased moderately	Some loss of book sales, but translation has remained the same	Positive impact	I have had mor time to wrote, as classes and other events have been cancelled	0	Never		Moderately confident	0	No	0	0	0		0	0	0	0	0	0	0	0	0				1		Decreased	1	0	0	0		Percentage of retail/publisher's price	0-19%	0-19%	0-19%	Percentage of net receipts	They have stayed the same	No		0			None	No	Not changed	Male	75-84	White	1	PhD	1	W	SA1				1			
2022	1	0	Playwright	1		0		1		0		0		0		2005	2			1		3			2			3				1											0					231	231	231	116			115														1406	1406	206	Decreased substantially	I had a play which a theatre company had scheduled for production. This was cancelled. I usually earn a substantial amount from creative writing workshops. These were also cancelled, and I am only just beginning to be asked to lead further workshops.   I have used the time to write a novel, but it will be a while before I see any earnings from that.	Very negative impact	Theatres are very reluctant to commission new work.  Arts organisations have not been running writing workshops.  I also suffered two bereavements during 2020 (one of which was directly related to Covid-19, the other indirectly). The combined effect of these and the variouys lockdowns and restrictions made it difficult to focus, and I found that for long periods I was much less productive and proavctive than I usually am.	0	Never		Less confident	0	Don't know	0	0	0		0	0	0	0	0	0	0	0	0				1		Stayed the same	0			1	No change	Other				Percentage of retail/publisher's price	They have stayed the same	No		0			N A	N A	Not changed	Male	65-74	White	1	Degree	1	E	SP1		Early on you ask a question about main source of writing income. I answered 'playwriting' (for theatre). No subsequent questions refer to that.		1			
2022	0	0	Academic	1	2020	0		0		0		0		0		1996	2	3	1			4						1															0					70000	45000	25000	1500			1200		40000									49000						Decreased moderately		Negative impact		0	Never		Moderately confident	1	No	1	0	0		0	0	0	0	0	0	0	0	0				0			0			0		Percentage of net receipts	0-19%	0-19%	0-19%	Percentage of net receipts	They have stayed the same	No		0					Not changed	Female	55-64	Other	2	PhD	1	E	M13							
2022	0	0	Academic	1	2018	1	2021	0		0		0		1	2017	2012	4	1	2			3					5	1	2			4	3										0					54000	14942	5143				1063			1000		100			500	500		500	2144		48300	13380	3820	Increased moderately	I lost a freelance contract and branched out into other work (consultancy). I did save on travel and also had the SEISS payments which helped a lot.	Negative impact	I have more anxiety and no clarity about future work.	0	Never		No confidence	0	Don't know	1	0	0		0	0	0	0	0	0	0	0	0				0			0			0		Other						Don't know		0						Female	35-44	White	2	Masters	1	E	CR8		I find it hard to classify all the different bits and bobs I do as a writer. I don't publish books but I write for a living.		1			
2022	0	0	Academic	1	2012	0		0		0		0		0		2013	2		1									1															0					70000	60000	400	25			400											60000			60000	50000	400	Stayed the same	Covid significantly lowered our household income for several months, as my partner is self-employed and did not qualify for most of the covid relief measures. However, this has now returned to normal.	No impact	I have experienced increased stress during the pandemic, mostly in terms of the volume of demands for my work, with reduced capacity at times due to increased childcare requirements (e.g., with closures of schools and nurseries) and the impact of illness / self-isolation. More time spent in front of a computer rather than with people has lowered my motivation to spend my personal time writing.	0	Never		Less confident	1	No	0	0	0		0	0	0	0	0	0	0	0	0				0			0			0		Percentage of net receipts	0-19%	0-19%	0-19%	Percentage of net receipts	They have stayed the same	No		0						Male	35-44	White	5 or more	PhD	1	S	EH13		As an academic, I was amazing at the income I received from ALCS from academic journal publication. As I do my writing during my salaried time, I didn't expect to receive further income in addition to this. In contrast, I receive almost no money in royalties for a book I published.		1			
2022	0	0	Academic	1		0		0		0		0		0		2011	1	3	2									1														1	1					80000	80000		1000		500	200														75000			Stayed the same	No impact.	No impact		0	Never		Moderately confident	1	No	1	1	1	A US-based publisher didn't want to give me an advance for an academic book, but I argued my case and they agreed to give me one. They cited Covid as why they couldn't initially.	1	0	0	0	0	0	0	0	0				1		Stayed the same	0			1	Slightly decreased	Percentage of net receipts	0-19%	0-19%	0-19%	Percentage of net receipts	They have stayed the same	No		0			See above re: advance. As an editor of a book series, I now get a flat fee, rather than a percentage of sales, for every book published in my series.		Not changed	Male	45-54	White	4	PhD	1	S	G62				1			
2022	1	1	Author	1		0		0		0		0		0		2008	1									2	4			3	1												0					120000	29500	29500	28100		1200	200														120000	29500	29500	Stayed the same	Everything roughly the same	Negative impact	No financial effect but very stressful homeschooling primary school age child while working full time	0	Never		Less confident	1	No	1	0	0		0	0	0	0	0	0	0	0	0				1	90-100%	Stayed the same	0			0		Other				Other	They have stayed the same	No		0			None		Not changed	Female	45-54	White	4	Degree	1	E	E18				1			
2022	1	0	Academic	1	2002	0		0		0		0		0		1977	1					2						1							1								1						30	5	5			700											80					5	Decreased moderately	loss of household earnings + loss of royalties because of reduced sales	Very negative impact	pandemic effectively closed for nearly two years the archive centers I use and has prevented travel overseas to interview and research projects	0	Never		Moderately confident	0	No	0	1	1	simply a matter of delivery dates of manuscript- I sought extension because of pandemic	0	0	0	0	0	0	0	1	0				0			0			1	Slightly decreased	Percentage of net receipts	0-19%	0-19%				No		0			none	no	Not changed	Male	65-74	White	2	PhD	1	E			no		1			
2022				0		0		0		0		0		0																													0																																										0	0	0	0	0	0	0	0																																									
2022	1	1	Author	1		1	1997	0		0		0		0		1990	1										1																0					6689	2969	2969	2914		9	46														1770	344	344	Increased substantially	My earnings have increased through the publication of more books, but this is not necessarily due to covid.	No impact		0	Yes, sometimes	Professional body/union	Moderately confident	1	No	1	0	0		0	0	0	0	0	0	0	0	0				1	0%	Decreased	1	1	0	1	Substantially decreased	Percentage of net receipts	40-59%	40-59%	40-59%	Percentage of net receipts	They have gone up substantially	No		0					Not changed	Male	75-84	White	2	Masters	1	E	HU5				1			
2022	0	0	Author	1		0		0		0		0		0		2012	1		2						2					1	3	4											0					39452	39452	0	90.72	0	0	46.27	0	0	0	0	0	0	0	0	0	0	0	0	0	39452	39452	0	Stayed the same	I am a secondary school teacher and the pandemic meant I was teaching remotely from home. The stress was incredible and  not something I would like to go through again. There were far too many headless chickens squawking about what had to be done and an insane expectation that we were suddenly au fait with systems we'd never used before, such as Teams, Loom etc.   The publisher I used has a model of expecting authors to be really pushy and do a lot of their own marketing. This is fine if you are a. gregarious, outgoing and a bit of a show off and b. not in full-time employment!  They do do some marketing for you, set up interviews and so on but a lot is down to the author. I had a book come out in the middle of the pandemic lockdown and it all fell - and felt - a bit flat.Sad really.	No impact	Stress levels through the roof -  mainly because it feels we are lead by a bunch of blind, soft nellies at a national level.  Just expected to get on with it, whilst being expected to support every other person and their dog. Sick to  death of hearing about 'mental health' - all that will do is create a crisis. Amazing how kids in the past came through wars, accidents, other extremes and just picked up and got on with it.  This is the oportunity missed to teach them what the current buzzword - resiliance - actually means.	0	Yes, sometimes	Lawyer	Moderately confident	0	No	1	0	0		0	0	0	0	0	0	0	0	1	Other	Many, many hours of unpaid work!  Each magazine issue for HOTT took around 30 hours. Stories for Pooka much the same, then when I took over editing as the editor became ill, around 40 hours to produce the copy and another 20 to send it round the various places it was advertised.  No real cost, apart from electricity and time. Oh - and coffee. Lots and lots of coffee :-)	0	0			0			0		Percentage of net receipts		0-19%	0-19%	Percentage of net receipts	They have stayed the same	No		0			None.	N/A	Not changed	Other/prefer not to say	55-64	White		Masters	1	S	AB56		It's a bit lengthy. Had I known how long, I would not have started it.		0			
2022	1	1	13	1		0		0		0		0		1		1980	1						2	POETRY WORKSHOPS			1				2												0					0	184	1000	0	0		200	2000			600											75		Stayed the same	NOT IMPACTED: WRITING FROM HOME	Very negative impact	LIMITED PERFORMANCE IN POETRY	0	Never		Moderately confident	0	No	1	0	0		0	0	0	0	0	0	0	0	0				0			0			0		Other	0-19%	20-39%		Other	They have stayed the same	No		0			NONE	NONE	Not changed	Female	85 and over	White	2	Degree	1	E	N22		Poets aren't paid enough		1			
2022	1	1	Author	1	2020	0		0		0		0		1		2011	1		2			3	4	I do also make some money from audiobook editions of my published work.			1																0					39388.73828		39388.73828	16784.48		660.49	206.99	12295.42			7257.46	2183.9									30441.43945		30441.43945	Decreased moderately	My debut book was published in 2020. The publisher had to shift the pub date back from April to November in the UK, and bookstore/festival closures meant that I was unable to do public events. Excerpts planned to run in national press were cancelled to make space either for COVID coverage, or for 'lighter' topics (I write natural history with a focus on extinction). This was the worst possible outcome for a debut writer, particularly one who is attempting to get a foothold in the UK. I am a dual Australian/British national and I spend about 4-6 months each year in London, but in 2020 I was stranded by the Australian government's international travel restrictions in the UK for much longer than anticipated (an additional 6 months), with tailing income because of a loss of teaching I ordinarily do in the second half of the year in Sydney. I was lucky in the sense that I had a book in the market, and the final portion of my advance payment was timed with the pub date — so that lump sum saw me through. But I feel that the book's sales in the UK were much, much flatter than they might otherwise have been. In 2021 a "highly commended" in the Wainwright prize bought some visibility, along with a strong BBC interview. But we're still not where we could have been. 	Negative impact	In all frankness (!): Decreased productivity and anxiousness, yes. My partner is a playwright and we were separated from one another in different countries by border closures for some 2020: he also saw his income plummet. The initial period of the pandemic saw a flurry of activity and thought — I thought I was well positioned to write in this moment. But then I started overblowing deadlines (I write critical reviews for large print magazines; in 2020/21 The Guardian, The Atlantic and in Australia, The Monthly) and letting editors down, and though I was spending hours at the desk I had no fluency. I was incredibly ashamed of the lack of professionalism. I was paralysed by the fear of getting the virus for a time — I was living in a London borough with the highest death rate in the country — and I was sure that I would not be able to get to my parents if they got sick (they're in Perth, WA). I had a mild depressive episode, and needed to see a psychologist to re-stabilize. I had not yet built up enough of a writing community in London to have peers to lean on or for solidarity, and my Australian community were going through a very different texture of experience in terms of the COVID waves and variants. 	1	Yes, as a matter of course	Agent	Very confident	0	No	1	0	0		0	0	0	0	0	0	0	0	0				0			1	0	0	1	Slightly decreased	Percentage of retail/publisher's price	0-19%	0-19%	20-39%	Percentage of net receipts	They have stayed the same	No		0			I signed my first book contract in 2013, with a mid-tier publisher in Australia. The contract was short and included world rights. The advance was very small.   I got an agent in 2018, and — via a side letter off setting US/North American rights to that agent — signed a contract in the US with a top tier publisher in 2019. That contract was more comprehensive, and for considerably more money. My Australian publisher sought to have their UK outlet produce the British edition of the book. That book was published in 2020 (hardback) / 2021 (paperback).   My second book contract was signed in 2021; with my existing Australian and US publishers, and with a new mid-tier UK publisher. The advance in the US was lower, but the advance in the UK and Australia was higher — the total is roughly equivalent to what I received for my first book, but the amounts are parcelled up differently (one on signing, one of partial submission, one on completed m/s, one on publication of hardback, one on publication of paperback). These contracts were all negotiated by my agent, who is US-based. 	Not with publishers, no, but with teaching organisations. Especially where teaching orgs seek rights over written materials produced in the course of delivering a workshop series; or record lectures/talks to repackage and re-deliver to participants in future offerings, without further payment to the author/teacher. I learnt to be especially live to these circumstances. 	Improved	Female	35-44	White	2	PhD	1	Other		1	Thank you for compiling this data!		1			
